user_id,coupon_id,view_count,total_view_duration,request_count,usage_count,interaction_score
U0011,CP1640,1,191,0,0,1
U0011,CP1837,1,270,0,0,1
U0011,CP2009,1,125,0,0,1
U0011,CP2109,0,0,1,0,3
U0011,CP2156,1,23,0,0,1
U0011,CP2208,1,73,0,0,1
U0011,CP2322,1,66,0,0,1
U0012,CP0003,1,295,0,0,1
U0012,CP0014,1,137,0,0,1
U0012,CP0099,1,136,0,0,1
U0012,CP0131,0,0,1,0,3
U0012,CP0355,0,0,1,0,3
U0012,CP0635,1,239,0,0,1
U0012,CP0863,0,0,1,0,3
U0012,CP0911,0,0,1,0,3
U0012,CP1170,1,34,0,0,1
U0012,CP1200,1,135,0,0,1
U0012,CP1512,1,75,0,0,1
U0012,CP1929,1,180,0,0,1
U0012,CP1994,1,33,0,0,1
U0012,CP1998,1,121,0,0,1
U0013,CP0138,1,115,0,0,1
U0013,CP0203,1,78,0,0,1
U0013,CP0449,0,0,1,0,3
U0013,CP0539,1,127,0,0,1
U0013,CP0631,1,244,0,0,1
U0013,CP0770,1,150,0,0,1
U0013,CP1356,1,193,0,0,1
U0013,CP1487,1,201,0,0,1
U0013,CP1520,1,210,0,0,1
U0013,CP1530,0,0,1,0,3
U0013,CP1651,1,16,0,0,1
U0013,CP1762,1,143,0,0,1
U0013,CP1788,1,163,0,0,1
U0013,CP2242,1,222,0,0,1
U0013,CP2335,1,43,0,0,1
U0013,CP2414,0,0,0,1,5
U0014,CP0081,1,253,0,0,1
U0014,CP0111,0,0,1,0,3
U0014,CP0165,1,62,0,0,1
U0014,CP0396,1,71,0,0,1
U0014,CP0493,1,287,0,0,1
U0014,CP0521,0,0,0,1,5
U0014,CP0566,1,221,0,0,1
U0014,CP0629,1,13,0,0,1
U0014,CP1184,1,209,0,0,1
U0014,CP1232,1,234,0,0,1
U0014,CP1997,0,0,1,0,3
U0014,CP2018,0,0,1,0,3
U0014,CP2200,1,237,0,0,1
U0014,CP2372,1,224,0,0,1
U0014,CP2388,1,213,0,0,1
U0015,CP0194,1,205,0,0,1
U0015,CP0211,0,0,1,0,3
U0015,CP0523,0,0,0,1,5
U0015,CP0953,1,232,0,0,1
U0015,CP0974,1,182,0,0,1
U0015,CP1003,0,0,1,0,3
U0015,CP1109,0,0,1,0,3
U0015,CP1426,1,9,0,0,1
U0015,CP1478,0,0,0,1,5
U0015,CP1665,0,0,0,1,5
U0015,CP1705,1,178,0,0,1
U0015,CP2160,0,0,1,0,3
U0015,CP2204,1,90,0,0,1
U0015,CP2264,1,57,0,0,1
U0015,CP2275,1,294,0,0,1
U0015,CP2360,1,158,0,0,1
U0016,CP0261,1,167,0,0,1
U0016,CP0265,1,202,0,0,1
U0016,CP0467,1,266,0,0,1
U0016,CP0757,1,89,0,0,1
U0016,CP0768,1,227,0,0,1
U0016,CP0807,1,153,0,0,1
U0016,CP1133,0,0,1,0,3
U0016,CP1801,1,12,0,0,1
U0016,CP1805,1,183,0,0,1
U0016,CP1931,1,52,0,0,1
U0016,CP2212,1,295,0,0,1
U0016,CP2301,0,0,1,0,3
U0016,CP2318,1,164,0,0,1
U0016,CP2345,0,0,0,1,5
U0016,CP2369,1,155,0,0,1
U0016,CP2424,1,231,0,0,1
U0016,CP2478,1,176,0,0,1
U0017,CP0215,1,81,0,0,1
U0017,CP0348,0,0,1,0,3
U0017,CP0411,1,177,0,0,1
U0017,CP0784,1,208,0,0,1
U0017,CP1139,0,0,0,1,5
U0017,CP1212,1,218,0,0,1
U0017,CP1280,1,256,0,0,1
U0017,CP1364,2,272,0,0,2
U0017,CP1481,1,253,0,0,1
U0017,CP2024,0,0,0,1,5
U0017,CP2082,0,0,0,1,5
U0017,CP2130,2,530,0,0,2
U0017,CP2203,1,256,0,0,1
U0017,CP2225,1,60,0,0,1
U0017,CP2370,1,218,0,0,1
U0017,CP2447,0,0,0,1,5
U0017,CP2454,1,252,0,0,1
U0018,CP0372,0,0,1,0,3
U0018,CP0746,0,0,0,1,5
U0018,CP0782,1,202,0,0,1
U0018,CP1146,1,85,0,0,1
U0018,CP1315,1,168,0,0,1
U0018,CP1359,1,138,0,0,1
U0018,CP1398,1,47,0,0,1
U0018,CP1451,1,57,0,0,1
U0018,CP1456,1,244,0,0,1
U0018,CP1529,1,66,0,0,1
U0018,CP1686,1,73,0,0,1
U0018,CP1864,1,271,0,0,1
U0018,CP1990,1,69,0,0,1
U0018,CP2032,1,128,0,0,1
U0018,CP2233,1,116,0,0,1
U0018,CP2260,0,0,1,0,3
U0018,CP2265,1,29,0,0,1
U0018,CP2466,1,253,0,0,1
U0019,CP0016,1,191,0,0,1
U0019,CP0494,0,0,1,0,3
U0019,CP0962,1,236,0,0,1
U0019,CP1157,1,29,0,0,1
U0019,CP1182,1,153,0,0,1
U0019,CP1244,0,0,0,1,5
U0019,CP1348,1,113,0,0,1
U0019,CP1482,1,278,0,0,1
U0019,CP1488,1,178,0,0,1
U0019,CP1573,1,58,0,0,1
U0019,CP1603,0,0,1,0,3
U0019,CP2205,1,239,0,0,1
U0019,CP2290,0,0,1,0,3
U0019,CP2419,0,0,0,1,5
U0020,CP0056,1,242,0,0,1
U0020,CP0327,1,116,0,0,1
U0020,CP0407,1,299,0,0,1
U0020,CP0745,1,179,0,0,1
U0020,CP0874,1,88,0,0,1
U0020,CP0963,0,0,0,1,5
U0020,CP1908,0,0,1,0,3
U0020,CP2363,1,197,0,0,1
U0021,CP0082,0,0,0,1,5
U0021,CP0173,1,70,0,0,1
U0021,CP0451,1,161,0,0,1
U0021,CP0893,1,256,0,0,1
U0021,CP0997,0,0,1,0,3
U0021,CP1030,0,0,1,0,3
U0021,CP1320,1,88,0,0,1
U0021,CP1362,1,185,0,0,1
U0021,CP1551,1,83,0,0,1
U0021,CP1861,0,0,0,1,5
U0021,CP1872,0,0,0,1,5
U0021,CP2047,1,204,0,0,1
U0021,CP2134,0,0,1,0,3
U0021,CP2480,1,5,0,0,1
U0022,CP0181,1,220,0,0,1
U0022,CP0618,1,219,0,0,1
U0022,CP0657,1,166,0,0,1
U0022,CP0722,1,282,0,0,1
U0022,CP0930,0,0,1,0,3
U0022,CP1270,0,0,1,0,3
U0022,CP1278,1,287,0,0,1
U0022,CP1390,1,175,0,0,1
U0022,CP1611,1,130,0,0,1
U0022,CP1626,1,63,0,0,1
U0022,CP1813,1,246,0,0,1
U0022,CP1950,1,270,0,0,1
U0022,CP2011,0,0,1,0,3
U0022,CP2278,1,297,0,0,1
U0022,CP2305,1,197,0,0,1
U0022,CP2324,1,194,0,0,1
U0023,CP0496,0,0,1,0,3
U0023,CP0502,0,0,1,0,3
U0023,CP0715,1,256,0,0,1
U0023,CP1020,0,0,0,1,5
U0023,CP1202,1,135,0,0,1
U0023,CP1584,1,14,0,0,1
U0023,CP1776,1,55,0,0,1
U0023,CP2008,0,0,1,0,3
U0023,CP2054,0,0,1,0,3
U0024,CP0326,0,0,0,1,5
U0024,CP0335,0,0,1,0,3
U0024,CP0436,0,0,0,1,5
U0024,CP1033,1,29,0,0,1
U0024,CP1214,0,0,0,1,5
U0024,CP1242,1,233,0,0,1
U0024,CP1276,0,0,1,0,3
U0024,CP1320,0,0,1,0,3
U0024,CP2157,1,83,0,0,1
U0024,CP2252,1,203,0,0,1
U0025,CP0078,1,251,0,0,1
U0025,CP0313,0,0,0,1,5
U0025,CP0414,0,0,0,1,5
U0025,CP0535,0,0,1,0,3
U0025,CP0547,0,0,1,0,3
U0025,CP0676,1,271,0,0,1
U0025,CP0760,0,0,1,0,3
U0025,CP0769,0,0,1,0,3
U0025,CP0848,1,9,0,0,1
U0025,CP0936,0,0,1,0,3
U0025,CP1013,1,220,0,0,1
U0025,CP1076,0,0,1,0,3
U0025,CP1560,1,65,0,0,1
U0025,CP1730,1,103,0,0,1
U0025,CP2353,1,167,0,0,1
U0026,CP0130,0,0,1,0,3
U0026,CP0214,0,0,1,0,3
U0026,CP0248,1,254,0,0,1
U0026,CP0395,1,101,0,0,1
U0026,CP0406,1,145,0,0,1
U0026,CP0438,1,248,0,0,1
U0026,CP0592,1,166,0,0,1
U0026,CP0601,1,62,0,0,1
U0026,CP0625,0,0,1,0,3
U0026,CP1341,1,262,0,0,1
U0026,CP1476,1,115,0,0,1
U0026,CP1912,1,55,0,0,1
U0026,CP2079,0,0,0,1,5
U0026,CP2282,1,180,0,0,1
U0027,CP0015,0,0,0,1,5
U0027,CP0221,1,180,0,0,1
U0027,CP0236,1,298,0,0,1
U0027,CP0346,0,0,0,1,5
U0027,CP0581,1,175,0,0,1
U0027,CP0640,1,180,0,0,1
U0027,CP0789,1,264,0,0,1
U0027,CP0977,1,262,0,0,1
U0027,CP1207,1,231,0,0,1
U0027,CP1409,1,293,0,0,1
U0027,CP1417,1,142,0,0,1
U0027,CP1504,1,106,0,0,1
U0027,CP1509,1,295,0,0,1
U0027,CP1538,1,122,0,0,1
U0027,CP1588,1,14,0,0,1
U0027,CP2052,0,0,0,1,5
U0027,CP2075,1,23,0,0,1
U0027,CP2098,0,0,1,0,3
U0027,CP2184,0,0,1,0,3
U0027,CP2292,1,107,0,0,1
U0027,CP2407,1,167,0,0,1
U0028,CP0348,0,0,1,0,3
U0028,CP0394,1,270,0,0,1
U0028,CP0407,0,0,1,0,3
U0028,CP0523,0,0,0,1,5
U0028,CP0589,1,158,0,0,1
U0028,CP1076,1,275,0,0,1
U0028,CP1456,0,0,0,1,5
U0028,CP1855,1,190,0,0,1
U0028,CP1959,1,15,0,0,1
U0028,CP2235,1,170,0,0,1
U0028,CP2375,1,72,0,0,1
U0028,CP2497,1,122,0,0,1
U0029,CP0107,1,154,0,0,1
U0029,CP0259,1,115,0,0,1
U0029,CP0526,1,204,0,0,1
U0029,CP0919,1,183,0,0,1
U0029,CP1051,0,0,1,0,3
U0029,CP1247,1,267,0,0,1
U0029,CP1312,1,160,0,0,1
U0029,CP1338,1,230,1,0,4
U0029,CP1424,1,169,0,0,1
U0029,CP1471,1,72,0,0,1
U0029,CP1501,1,97,0,0,1
U0029,CP1543,0,0,1,0,3
U0029,CP1599,1,274,0,0,1
U0029,CP1673,0,0,1,0,3
U0029,CP1825,1,241,0,0,1
U0029,CP1915,1,268,0,0,1
U0029,CP2045,1,85,0,0,1
U0029,CP2160,0,0,1,0,3
U0029,CP2202,1,239,0,0,1
U0029,CP2327,1,90,0,0,1
U0029,CP2350,1,87,0,0,1
U0029,CP2467,0,0,1,0,3
U0030,CP0295,1,129,0,0,1
U0030,CP0484,1,37,0,0,1
U0030,CP0489,1,261,0,0,1
U0030,CP0559,1,256,0,0,1
U0030,CP0619,1,212,0,0,1
U0030,CP0665,1,162,0,0,1
U0030,CP0861,1,6,0,0,1
U0030,CP1137,0,0,1,0,3
U0030,CP1218,0,0,1,0,3
U0030,CP1456,0,0,1,0,3
U0030,CP1516,1,232,0,0,1
U0030,CP2357,1,231,0,0,1
U0030,CP2438,1,77,0,0,1
U0031,CP0238,0,0,1,0,3
U0031,CP0503,0,0,0,1,5
U0031,CP0587,1,147,0,0,1
U0031,CP0691,1,146,0,0,1
U0031,CP0929,1,210,0,0,1
U0031,CP1422,1,173,0,0,1
U0031,CP1467,0,0,1,0,3
U0031,CP1539,1,61,0,0,1
U0031,CP1645,1,225,0,0,1
U0031,CP1660,1,48,0,0,1
U0031,CP1881,1,18,0,0,1
U0031,CP1972,1,36,0,0,1
U0031,CP2156,0,0,1,0,3
U0031,CP2169,1,21,0,0,1
U0031,CP2261,1,193,0,0,1
U0031,CP2311,1,236,0,0,1
U0031,CP2397,0,0,0,1,5
U0032,CP0259,1,266,0,0,1
U0032,CP0368,0,0,1,0,3
U0032,CP0753,1,106,0,0,1
U0032,CP0869,0,0,1,0,3
U0032,CP0923,1,217,0,0,1
U0032,CP0928,1,177,0,0,1
U0032,CP0972,0,0,0,1,5
U0032,CP1117,1,266,0,0,1
U0032,CP1163,0,0,1,0,3
U0032,CP1311,1,150,0,0,1
U0032,CP1410,0,0,1,0,3
U0032,CP1568,0,0,0,1,5
U0032,CP1614,1,204,0,0,1
U0032,CP1956,0,0,0,1,5
U0032,CP2465,1,134,0,0,1
U0032,CP2469,0,0,1,0,3
U0033,CP0144,0,0,0,1,5
U0033,CP0240,1,71,0,0,1
U0033,CP0341,1,176,0,0,1
U0033,CP0384,1,230,0,0,1
U0033,CP0675,1,117,0,0,1
U0033,CP0924,1,91,0,0,1
U0033,CP0957,1,102,0,0,1
U0033,CP1042,1,39,0,0,1
U0033,CP1196,1,115,0,0,1
U0033,CP1201,1,124,0,0,1
U0033,CP1343,0,0,0,1,5
U0033,CP1500,1,252,0,0,1
U0033,CP1684,1,64,0,0,1
U0033,CP1823,1,67,0,0,1
U0033,CP1999,0,0,1,0,3
U0033,CP2322,1,216,0,0,1
U0034,CP0106,1,171,0,0,1
U0034,CP0186,1,33,0,0,1
U0034,CP0282,0,0,1,0,3
U0034,CP0434,1,232,0,0,1
U0034,CP0527,1,167,0,0,1
U0034,CP1095,1,163,0,0,1
U0034,CP1154,1,159,0,0,1
U0034,CP1167,0,0,0,1,5
U0034,CP1216,1,138,0,0,1
U0034,CP1266,1,81,0,0,1
U0034,CP1756,1,294,0,0,1
U0034,CP1801,1,38,0,0,1
U0034,CP2065,1,269,0,0,1
U0034,CP2184,0,0,0,1,5
U0034,CP2357,1,49,0,0,1
U0034,CP2459,0,0,1,0,3
U0035,CP0143,0,0,0,1,5
U0035,CP0222,1,95,0,0,1
U0035,CP0292,0,0,1,0,3
U0035,CP0439,1,288,0,0,1
U0035,CP0466,0,0,1,0,3
U0035,CP0629,0,0,1,0,3
U0035,CP0667,0,0,1,0,3
U0035,CP0960,0,0,1,0,3
U0035,CP1089,1,173,0,0,1
U0035,CP1357,1,113,0,0,1
U0035,CP1526,1,123,0,0,1
U0035,CP1745,1,236,0,0,1
U0035,CP1791,0,0,0,1,5
U0035,CP1953,1,41,0,0,1
U0035,CP2164,1,241,0,0,1
U0035,CP2174,1,233,0,0,1
U0036,CP0064,1,254,0,0,1
U0036,CP0396,0,0,1,0,3
U0036,CP0399,1,217,0,0,1
U0036,CP0476,0,0,1,0,3
U0036,CP0588,1,215,0,0,1
U0036,CP0654,1,223,0,0,1
U0036,CP0701,1,244,0,0,1
U0036,CP0747,0,0,1,0,3
U0036,CP1122,0,0,1,0,3
U0036,CP1127,1,287,0,0,1
U0036,CP1152,1,287,0,0,1
U0036,CP1295,0,0,0,1,5
U0036,CP1654,1,120,0,0,1
U0036,CP2447,0,0,1,0,3
U0037,CP0121,1,45,0,0,1
U0037,CP0252,1,222,0,0,1
U0037,CP0294,0,0,0,1,5
U0037,CP0316,0,0,0,1,5
U0037,CP0375,1,44,0,0,1
U0037,CP0586,1,213,0,0,1
U0037,CP0640,0,0,1,0,3
U0037,CP0735,1,81,0,0,1
U0037,CP0981,1,154,0,0,1
U0037,CP1066,0,0,1,0,3
U0037,CP1415,1,141,0,0,1
U0037,CP1593,0,0,1,0,3
U0037,CP1773,1,251,0,0,1
U0037,CP2005,1,63,0,0,1
U0037,CP2305,1,242,0,0,1
U0038,CP0007,1,191,0,0,1
U0038,CP0015,1,154,0,0,1
U0038,CP0242,1,25,0,0,1
U0038,CP0245,0,0,1,0,3
U0038,CP0320,1,238,0,0,1
U0038,CP0575,1,168,0,0,1
U0038,CP0681,0,0,1,0,3
U0038,CP0862,0,0,1,0,3
U0038,CP1042,0,0,0,1,5
U0038,CP1235,1,266,0,0,1
U0038,CP1591,0,0,1,0,3
U0038,CP1653,1,285,0,0,1
U0038,CP2020,1,230,0,0,1
U0038,CP2040,1,261,0,0,1
U0038,CP2079,1,263,0,0,1
U0038,CP2288,1,27,0,0,1
U0038,CP2429,0,0,1,0,3
U0039,CP0107,1,95,0,0,1
U0039,CP0313,0,0,0,1,5
U0039,CP0504,1,148,0,0,1
U0039,CP0566,1,220,0,0,1
U0039,CP0747,1,20,0,0,1
U0039,CP1167,1,295,0,0,1
U0039,CP1200,0,0,0,1,5
U0039,CP1374,1,99,0,0,1
U0039,CP1458,1,180,0,0,1
U0039,CP1777,0,0,0,1,5
U0039,CP1840,1,143,0,0,1
U0039,CP1867,0,0,1,0,3
U0039,CP1922,1,114,0,0,1
U0039,CP1925,1,52,0,0,1
U0039,CP2061,0,0,0,1,5
U0039,CP2105,1,77,0,0,1
U0039,CP2121,1,223,0,0,1
U0039,CP2290,1,27,0,0,1
U0039,CP2397,1,248,0,0,1
U0039,CP2466,1,93,0,0,1
U0040,CP0002,1,207,0,0,1
U0040,CP0015,1,239,0,0,1
U0040,CP0033,1,57,0,0,1
U0040,CP0165,0,0,1,0,3
U0040,CP0254,1,76,0,0,1
U0040,CP0261,1,183,0,0,1
U0040,CP0815,1,162,0,0,1
U0040,CP0838,1,81,0,0,1
U0040,CP0907,1,38,0,0,1
U0040,CP0974,1,119,0,0,1
U0040,CP1324,1,259,0,0,1
U0040,CP1325,0,0,1,0,3
U0040,CP1366,0,0,0,1,5
U0040,CP1437,1,121,0,0,1
U0040,CP1676,0,0,1,0,3
U0040,CP1745,1,51,0,0,1
U0040,CP2260,1,86,0,0,1
U0040,CP2367,0,0,1,0,3
U0040,CP2482,0,0,1,0,3
U0041,CP0045,1,208,0,0,1
U0041,CP0163,1,23,0,0,1
U0041,CP0186,1,239,0,0,1
U0041,CP0252,1,5,0,0,1
U0041,CP0258,1,10,0,0,1
U0041,CP0332,0,0,1,0,3
U0041,CP0335,1,122,0,0,1
U0041,CP0532,1,297,0,0,1
U0041,CP0581,1,264,0,0,1
U0041,CP0687,1,41,0,0,1
U0041,CP0993,1,289,0,0,1
U0041,CP1132,1,141,0,0,1
U0041,CP1137,0,0,0,1,5
U0041,CP1177,1,127,0,0,1
U0041,CP1298,1,172,0,0,1
U0041,CP1722,1,297,0,0,1
U0041,CP1780,1,246,0,0,1
U0041,CP1781,1,203,0,0,1
U0041,CP2051,0,0,0,1,5
U0041,CP2150,1,96,0,0,1
U0042,CP0174,0,0,1,0,3
U0042,CP0194,1,267,0,0,1
U0042,CP0291,1,247,0,0,1
U0042,CP0377,1,288,0,0,1
U0042,CP0427,0,0,0,1,5
U0042,CP0733,0,0,1,0,3
U0042,CP0867,2,244,0,0,2
U0042,CP0922,1,145,0,0,1
U0042,CP0955,0,0,1,0,3
U0042,CP0984,0,0,0,1,5
U0042,CP1371,1,254,0,0,1
U0042,CP1685,1,85,0,0,1
U0042,CP1697,1,88,0,0,1
U0042,CP1720,1,153,0,0,1
U0042,CP2320,1,264,0,0,1
U0042,CP2458,1,184,0,0,1
U0043,CP0024,1,153,0,0,1
U0043,CP0164,0,0,1,0,3
U0043,CP0288,0,0,0,1,5
U0043,CP0595,1,101,0,0,1
U0043,CP0661,0,0,1,0,3
U0043,CP0771,0,0,1,0,3
U0043,CP0897,1,54,0,0,1
U0043,CP1150,1,14,0,0,1
U0043,CP1280,1,20,0,0,1
U0043,CP1294,1,40,0,0,1
U0043,CP1370,0,0,1,0,3
U0043,CP1607,1,220,0,0,1
U0043,CP1945,0,0,1,0,3
U0043,CP2103,1,123,0,0,1
U0043,CP2384,0,0,1,0,3
U0043,CP2461,0,0,1,0,3
U0044,CP0108,1,256,0,0,1
U0044,CP0202,1,158,0,0,1
U0044,CP0913,1,57,0,0,1
U0044,CP0934,0,0,1,0,3
U0044,CP0981,1,58,0,0,1
U0044,CP1202,1,122,0,0,1
U0044,CP1245,1,135,0,0,1
U0044,CP1255,1,148,0,0,1
U0044,CP1411,0,0,1,0,3
U0044,CP1460,1,227,0,0,1
U0044,CP1515,1,244,0,0,1
U0044,CP1629,1,91,0,0,1
U0044,CP1839,1,156,0,0,1
U0044,CP1961,1,74,0,0,1
U0044,CP2152,1,227,0,0,1
U0044,CP2397,1,212,0,0,1
U0045,CP0082,1,5,0,0,1
U0045,CP0182,0,0,0,1,5
U0045,CP1114,1,157,0,0,1
U0045,CP1194,0,0,0,1,5
U0045,CP1311,1,282,0,0,1
U0045,CP1407,1,200,0,0,1
U0045,CP1525,0,0,1,0,3
U0045,CP1548,1,214,0,0,1
U0045,CP1945,0,0,1,0,3
U0045,CP2017,1,23,0,0,1
U0045,CP2073,1,166,0,0,1
U0045,CP2256,1,251,0,0,1
U0045,CP2385,0,0,1,0,3
U0046,CP0081,1,223,0,0,1
U0046,CP0086,0,0,1,0,3
U0046,CP0248,1,44,0,0,1
U0046,CP0486,1,103,0,0,1
U0046,CP0651,1,167,0,0,1
U0046,CP0717,1,233,0,0,1
U0046,CP0747,1,54,0,0,1
