swap_id,proposer_id,receiver_id,offered_coupon_id,requested_coupon_id,value_difference,value_ratio,category_match,brand_match,proposer_avg_rating,receiver_avg_rating,swap_turnaround_hours,swap_status
SW0109,U0032,U0178,CP1270,CP1026,3601.04,4.3022,0,0,3.0,3.33,,rejected
SW0110,U0300,U0088,CP1519,CP2110,2013.8,0.578,0,0,3.0,2.0,14.0,accepted
SW0111,U0147,U0281,CP0028,CP2289,1713.54,0.6562,1,0,3.0,1.0,,rejected
SW0112,U0293,U0089,CP0397,CP2077,335.36,1.0733,0,0,1.0,2.0,6.0,completed
SW0113,U0178,U0268,CP1969,CP1593,1839.85,0.5142,0,0,3.33,2.0,33.0,completed
SW0114,U0412,U0195,CP0269,CP2253,2570.81,0.1082,0,0,4.0,2.67,,cancelled
SW0115,U0197,U0166,CP2041,CP0257,468.15,1.1319,0,0,1.5,2.5,71.0,accepted
SW0116,U0346,U0232,CP1279,CP0485,1520.82,0.487,0,0,3.0,3.0,,proposed
SW0117,U0211,U0100,CP0532,CP1687,1601.15,0.4205,0,0,3.0,3.0,,cancelled
SW0118,U0217,U0112,CP0131,CP0740,2217.82,5.8077,0,0,3.0,3.0,,cancelled
SW0119,U0465,U0386,CP2019,CP2225,2071.4,13.8411,0,0,3.0,5.0,30.0,completed
SW0120,U0172,U0248,CP2260,CP1572,2743.84,20.7328,0,0,3.0,3.0,,rejected
SW0121,U0462,U0110,CP1748,CP0116,1179.72,0.7567,1,0,3.0,4.0,13.0,accepted
SW0122,U0057,U0328,CP0682,CP1137,669.04,1.2145,0,0,4.0,3.0,,rejected
SW0123,U0043,U0185,CP1126,CP1978,1897.82,0.1808,0,0,4.0,4.5,39.0,completed
SW0124,U0461,U0136,CP0415,CP2233,959.52,0.749,0,0,4.0,4.0,53.0,completed
SW0125,U0263,U0105,CP0650,CP1971,25.86,1.0082,0,0,3.0,4.0,69.0,completed
SW0126,U0302,U0325,CP0239,CP2095,3152.68,0.1452,0,0,3.0,3.0,,proposed
SW0127,U0249,U0057,CP0114,CP1532,493.24,0.5337,0,0,3.5,4.0,22.0,completed
SW0128,U0102,U0117,CP2487,CP2088,2225.92,0.2674,0,0,3.0,1.0,,proposed
SW0129,U0363,U0126,CP0624,CP2012,442.41,0.5655,0,0,1.0,4.0,17.0,completed
SW0130,U0140,U0098,CP2005,CP1293,1793.37,0.0668,0,0,3.0,3.0,,cancelled
SW0131,U0053,U0220,CP0549,CP1410,1528.05,1.5567,0,0,1.0,2.0,9.0,completed
SW0132,U0258,U0189,CP0289,CP0489,2048.61,5.7683,0,0,4.5,2.67,57.0,accepted
SW0133,U0239,U0429,CP0489,CP1574,3367.19,0.1132,0,0,5.0,3.0,26.0,accepted
SW0134,U0269,U0026,CP2433,CP1645,21.59,0.9941,0,0,5.0,4.0,,proposed
SW0135,U0262,U0386,CP1616,CP0456,3391.37,0.2207,0,0,3.0,5.0,,proposed
SW0136,U0290,U0085,CP2288,CP0945,552.93,0.7387,0,0,2.0,1.0,35.0,completed
SW0137,U0019,U0430,CP0535,CP1778,1303.71,0.3866,0,0,5.0,3.0,66.0,completed
SW0138,U0455,U0464,CP0921,CP1365,2728.29,15.0808,0,0,3.0,5.0,37.0,completed
SW0139,U0325,U0329,CP0870,CP1536,95.65,0.9721,0,0,3.0,3.5,66.0,completed
SW0140,U0407,U0162,CP2248,CP1189,1402.09,0.6153,0,0,1.0,4.0,39.0,accepted
SW0141,U0313,U0391,CP1485,CP1029,2163.1,2.0318,0,0,3.0,3.0,,cancelled
SW0142,U0258,U0254,CP1592,CP1917,812.21,0.2721,0,0,4.5,2.33,58.0,completed
SW0143,U0162,U0117,CP2133,CP1677,3884.45,12.5947,1,0,4.0,1.0,,rejected
SW0144,U0040,U0161,CP1403,CP0871,1233.8,1.6692,0,0,3.67,3.5,40.0,completed
SW0145,U0418,U0045,CP0819,CP0832,935.24,0.5912,0,0,2.5,3.0,,rejected
SW0146,U0412,U0089,CP1619,CP1242,1935.1,1.8432,0,0,4.0,2.0,13.0,completed
SW0147,U0308,U0327,CP1226,CP1272,2716.95,7.7961,0,0,1.0,4.5,19.0,accepted
SW0148,U0013,U0268,CP1216,CP0576,207.61,1.1067,0,0,1.67,2.0,46.0,completed
SW0149,U0313,U0298,CP0448,CP2343,1013.73,1.6694,0,0,3.0,3.0,,cancelled
SW0150,U0162,U0245,CP2077,CP1754,3638.09,4.8824,0,0,4.0,2.5,36.0,completed
SW0151,U0365,U0272,CP0669,CP2310,6.7,0.9969,0,0,3.0,2.5,,cancelled
SW0152,U0413,U0086,CP0052,CP1284,1854.25,0.3135,1,0,3.0,3.0,,proposed
SW0153,U0230,U0015,CP0146,CP0494,4153.18,0.1067,0,0,3.0,5.0,21.0,completed
SW0154,U0147,U0220,CP1527,CP0624,625.94,2.0871,0,0,3.0,2.0,,cancelled
SW0155,U0322,U0342,CP0517,CP0622,1586.09,0.5853,0,0,4.0,3.0,,rejected
SW0156,U0130,U0150,CP0897,CP1890,470.36,1.239,0,0,3.0,3.0,,rejected
SW0157,U0430,U0313,CP0640,CP0156,3140.63,0.2861,0,0,3.0,3.0,,rejected
SW0158,U0134,U0189,CP1699,CP1724,3113.86,2.8536,1,0,4.0,2.67,25.0,completed
SW0159,U0226,U0499,CP0197,CP1803,3393.44,0.1536,0,0,3.0,3.0,,proposed
SW0160,U0290,U0465,CP1535,CP1496,2401.27,2.1592,0,0,2.0,3.0,,rejected
SW0161,U0120,U0467,CP2080,CP2166,1483.6,0.3706,0,0,2.0,3.0,,cancelled
SW0162,U0176,U0398,CP1856,CP2277,434.21,0.646,0,0,3.0,1.5,59.0,accepted
SW0163,U0048,U0054,CP1948,CP0294,472.87,0.5578,0,0,3.5,4.0,52.0,completed
SW0164,U0317,U0055,CP0257,CP1937,155.46,1.0458,0,0,3.0,3.0,65.0,completed
SW0165,U0287,U0250,CP1348,CP2070,445.25,0.8563,0,0,3.0,4.0,71.0,completed
SW0166,U0302,U0405,CP0490,CP2166,2308.35,1.9793,0,0,3.0,3.0,18.0,completed
SW0167,U0121,U0310,CP0842,CP1912,1025.54,1.6419,0,0,1.0,2.67,65.0,completed
SW0168,U0332,U0238,CP0278,CP2357,1059.31,0.7189,0,0,5.0,2.0,,rejected
SW0169,U0177,U0441,CP1648,CP0725,2479.19,2.4323,0,0,4.5,3.67,7.0,completed
SW0170,U0425,U0010,CP1059,CP1997,2200.89,1.9072,0,0,3.5,3.0,38.0,completed
SW0171,U0023,U0224,CP1346,CP1776,3186.5,2.9004,0,0,3.0,4.0,8.0,completed
SW0172,U0100,U0463,CP1820,CP0017,436.27,0.4493,0,0,3.0,4.0,,cancelled
SW0173,U0481,U0449,CP0260,CP1241,2489.83,0.1146,0,0,3.0,3.0,,rejected
SW0174,U0302,U0043,CP0222,CP0582,670.78,0.5398,0,0,3.0,4.0,38.0,completed
SW0175,U0089,U0113,CP1929,CP2075,1147.49,1.7245,0,0,2.0,2.0,18.0,accepted
SW0176,U0462,U0122,CP0454,CP1128,2292.33,0.3734,0,0,3.0,5.0,,rejected
SW0177,U0498,U0075,CP1613,CP0074,900.74,0.5159,0,0,5.0,1.0,21.0,completed
SW0178,U0320,U0066,CP1651,CP1589,4687.17,0.0429,1,0,2.0,1.5,50.0,completed
SW0179,U0069,U0027,CP0385,CP0952,1530.82,0.4791,0,0,4.5,2.0,33.0,accepted
SW0180,U0367,U0261,CP2046,CP1791,2709.58,0.0987,0,0,3.5,4.0,65.0,accepted
SW0181,U0202,U0068,CP2058,CP0449,1536.92,2.4137,0,0,3.0,5.0,,proposed
SW0182,U0104,U0062,CP2409,CP1601,2642.19,2.2969,1,1,4.0,3.0,25.0,completed
SW0183,U0187,U0304,CP0283,CP0787,638.52,1.587,0,0,3.25,1.5,24.0,completed
SW0184,U0345,U0220,CP1023,CP2041,1355.95,0.6626,1,0,3.5,2.0,,cancelled
SW0185,U0229,U0270,CP2144,CP2170,141.43,1.0429,0,0,3.0,5.0,,cancelled
SW0186,U0170,U0352,CP0511,CP2491,799.46,0.7162,0,0,3.5,2.5,28.0,completed
SW0187,U0110,U0292,CP0494,CP2015,1963.25,1.731,0,0,4.0,2.0,,proposed
SW0188,U0284,U0266,CP0647,CP0923,262.11,1.1505,0,0,4.0,4.0,41.0,completed
SW0189,U0157,U0048,CP0834,CP2172,267.79,0.9318,0,0,3.0,3.5,,rejected
SW0190,U0473,U0164,CP1170,CP1153,928.22,1.7611,0,0,5.0,3.67,,proposed
SW0191,U0353,U0153,CP1992,CP1323,423.34,1.2347,1,0,3.0,1.0,,rejected
SW0192,U0152,U0058,CP0826,CP1726,2342.53,0.4729,0,0,3.0,3.0,,cancelled
SW0193,U0416,U0245,CP0141,CP0649,3301.16,3.3274,0,0,2.5,2.5,16.0,completed
SW0194,U0143,U0347,CP0431,CP0052,272.5,0.6781,0,0,3.0,4.0,61.0,completed
SW0195,U0419,U0283,CP1881,CP2108,1892.85,1.7328,0,0,4.0,1.0,46.0,completed
SW0196,U0379,U0105,CP1568,CP0043,2872.59,0.298,0,0,3.0,4.0,,proposed
SW0197,U0385,U0156,CP1401,CP2042,96.07,0.9795,0,0,3.5,4.0,64.0,completed
SW0198,U0442,U0190,CP0944,CP1910,3887.03,13.8281,0,0,1.0,4.0,22.0,accepted
SW0199,U0463,U0204,CP2358,CP1415,133.61,0.9501,1,0,4.0,4.67,33.0,accepted
SW0200,U0160,U0141,CP2333,CP1951,1000.8,0.7812,0,0,1.5,3.0,21.0,completed
SW0201,U0470,U0082,CP1547,CP2425,91.1,0.9571,0,0,3.0,3.0,,rejected
SW0202,U0149,U0334,CP0992,CP1707,1449.71,0.678,1,0,4.0,3.0,8.0,completed
SW0203,U0297,U0050,CP0589,CP1418,1345.39,0.4428,0,0,3.0,2.0,48.0,completed
SW0204,U0121,U0444,CP1278,CP0210,1151.31,1.8077,0,0,1.0,3.0,,proposed
SW0205,U0467,U0009,CP2081,CP2360,466.78,1.1299,0,0,3.0,2.0,,rejected
SW0206,U0402,U0362,CP2496,CP1934,2824.96,0.382,0,0,3.0,3.0,,proposed
SW0207,U0340,U0134,CP0144,CP0315,1382.33,0.6141,1,1,3.0,4.0,35.0,accepted
SW0208,U0284,U0296,CP1606,CP2049,1604.89,2.1388,0,0,4.0,4.5,55.0,completed
SW0209,U0429,U0114,CP2009,CP1558,262.34,1.2428,0,0,3.0,2.0,51.0,completed
SW0210,U0036,U0004,CP1356,CP2342,656.36,1.7615,0,0,4.0,4.0,15.0,completed
SW0211,U0280,U0466,CP0095,CP1208,412.17,0.8997,0,0,2.0,3.25,37.0,completed
SW0212,U0014,U0169,CP0156,CP1345,2795.08,2.7422,0,0,1.0,1.0,35.0,completed
SW0213,U0310,U0007,CP1676,CP0249,2037.98,4.3294,1,0,2.67,5.0,54.0,accepted
SW0214,U0325,U0403,CP0661,CP1891,228.29,1.5103,1,0,3.0,5.0,,cancelled
SW0215,U0039,U0010,CP1483,CP0163,4696.1,0.0121,0,0,2.0,3.0,,proposed
SW0216,U0249,U0414,CP0430,CP1490,2787.83,0.0877,0,0,3.5,3.0,72.0,accepted
SW0217,U0454,U0050,CP1890,CP1980,1837.09,15.0033,0,0,4.0,2.0,,cancelled
SW0218,U0004,U0287,CP2285,CP2149,609.12,5.1962,0,0,4.0,3.0,,rejected
SW0219,U0187,U0338,CP0870,CP0307,105.83,0.9693,0,0,3.25,2.0,47.0,completed
SW0220,U0378,U0441,CP1190,CP1322,1488.24,0.2468,0,0,3.0,3.67,,cancelled
SW0221,U0216,U0154,CP0879,CP1001,1834.78,0.6319,0,0,4.0,2.0,67.0,completed
SW0222,U0274,U0121,CP1581,CP1893,2562.81,4.4198,0,0,3.0,1.0,,cancelled
SW0223,U0304,U0234,CP1033,CP0431,2319.22,5.0395,0,0,1.5,3.0,,cancelled
SW0224,U0283,U0403,CP0563,CP2263,1022.43,1.3792,1,0,1.0,5.0,46.0,completed
SW0225,U0251,U0476,CP0394,CP2408,2208.83,0.5047,0,0,4.0,4.0,24.0,completed
SW0226,U0325,U0398,CP0793,CP0213,1959.19,1.8138,0,0,3.0,1.5,45.0,completed
SW0227,U0425,U0243,CP2250,CP1667,242.82,1.1544,1,0,3.5,3.0,49.0,completed
SW0228,U0163,U0442,CP2271,CP1033,2821.71,0.0248,0,0,3.0,1.0,,proposed
SW0229,U0428,U0004,CP0152,CP0838,4004.92,8.5567,0,0,3.0,4.0,,cancelled
SW0230,U0012,U0210,CP1198,CP1647,1648.12,1.7786,0,0,3.0,3.0,55.0,accepted
SW0231,U0250,U0089,CP2054,CP0985,3507.3,0.2431,0,0,4.0,2.0,,rejected
SW0232,U0304,U0323,CP1251,CP0338,2320.08,0.4602,0,0,1.5,3.0,24.0,completed
SW0233,U0439,U0258,CP0728,CP2446,558.64,0.878,0,0,3.0,4.5,,rejected
SW0234,U0352,U0003,CP0724,CP1786,316.39,0.7933,0,0,2.5,3.0,,rejected
SW0235,U0427,U0451,CP2291,CP0224,2796.61,2.6446,0,0,5.0,2.33,14.0,accepted
SW0236,U0322,U0457,CP0661,CP0697,2638.2,0.2039,0,0,4.0,3.0,68.0,completed
SW0237,U0044,U0360,CP1810,CP1897,970.71,0.7606,0,0,3.0,4.0,45.0,accepted
SW0238,U0240,U0273,CP0808,CP1739,121.85,0.9422,0,0,5.0,3.0,68.0,accepted
SW0239,U0055,U0067,CP0912,CP0072,2884.94,0.055,0,0,3.0,3.0,,rejected
SW0240,U0077,U0433,CP1341,CP0567,4322.72,41.3578,1,0,3.0,3.0,,rejected
SW0241,U0036,U0327,CP0364,CP2211,3264.31,8.3025,0,0,4.0,4.5,32.0,completed
SW0242,U0470,U0009,CP1967,CP0871,264.6,0.8565,0,0,3.0,2.0,10.0,completed
SW0243,U0323,U0073,CP0682,CP0358,2329.4,2.5972,0,0,3.0,3.0,,proposed
SW0244,U0383,U0398,CP1702,CP1435,434.59,0.7146,0,0,3.0,1.5,,cancelled
SW0245,U0031,U0041,CP0130,CP1816,495.55,1.2211,0,0,4.0,1.0,43.0,completed
SW0246,U0092,U0466,CP0193,CP1427,721.04,0.5136,1,0,1.0,3.25,11.0,completed
SW0247,U0035,U0313,CP1891,CP0479,2459.12,0.1539,0,0,3.0,3.0,,rejected
SW0248,U0262,U0413,CP1522,CP0506,33.98,1.0564,0,0,3.0,3.0,,proposed
SW0249,U0429,U0451,CP1323,CP0096,460.91,1.3433,0,0,3.0,2.33,14.0,completed
SW0250,U0085,U0425,CP0662,CP1409,1406.05,3.2128,0,0,1.0,3.5,,proposed
SW0251,U0059,U0087,CP2064,CP1867,2979.28,2.6066,0,0,2.0,3.5,8.0,completed
SW0252,U0267,U0094,CP1620,CP1916,748.69,0.841,0,0,2.0,3.0,8.0,completed
SW0253,U0302,U0249,CP1009,CP2286,2512.92,0.4918,0,0,3.0,3.5,,proposed
SW0254,U0146,U0311,CP0986,CP2020,3341.75,0.1017,0,0,3.0,3.0,,cancelled
SW0255,U0308,U0048,CP0130,CP1131,1110.05,0.7114,0,0,1.0,3.5,,rejected
SW0256,U0063,U0132,CP1563,CP2205,1277.45,0.6142,0,0,1.0,3.0,64.0,completed
SW0257,U0163,U0386,CP1678,CP0264,409.26,0.8921,0,0,3.0,5.0,,proposed
SW0258,U0285,U0117,CP1212,CP2211,3038.04,7.7964,0,0,5.0,1.0,9.0,completed
SW0259,U0419,U0082,CP1916,CP1375,2798.45,2.4654,0,0,4.0,3.0,,cancelled
SW0260,U0382,U0095,CP1234,CP1939,2645.28,0.3587,0,0,3.67,2.5,46.0,completed
SW0261,U0094,U0393,CP0941,CP0791,694.36,1.209,0,0,3.0,1.0,,cancelled
SW0262,U0244,U0173,CP0056,CP2366,1220.53,6.7823,0,0,3.0,3.0,,cancelled
SW0263,U0282,U0099,CP1459,CP1729,2102.6,13.1918,1,0,2.0,4.0,35.0,accepted
SW0264,U0432,U0018,CP1512,CP2162,1994.15,0.5314,0,0,4.0,3.0,,cancelled
SW0265,U0283,U0038,CP0412,CP2235,1509.72,1.7119,0,0,1.0,1.0,,rejected
SW0266,U0244,U0044,CP1929,CP0096,1388.95,2.0346,1,1,3.0,3.0,,rejected
SW0267,U0185,U0243,CP1746,CP1777,121.45,1.0337,0,0,4.5,3.0,,cancelled
SW0268,U0037,U0030,CP1598,CP0424,377.84,1.2904,0,0,5.0,3.0,,cancelled
SW0269,U0089,U0400,CP0136,CP1025,84.33,1.0658,0,0,2.0,3.0,,proposed
SW0270,U0472,U0361,CP1430,CP0959,3308.99,21.1792,0,0,3.0,3.0,65.0,completed
SW0271,U0034,U0166,CP1913,CP2198,652.7,0.7743,0,0,3.0,2.5,,proposed
